e1CPT_Code_Desc,e1Units,Billed,Avg Billed,CPT Payments,Avg CPT Pay per charge line,Avg Cpt Pay per Unit,Average of ReimbRate,,CPT Code,Value Care,Focal Point,Actual pay,Average of ReimbRate,Unit
76770 - US RETROPERITONEAL COMP (Global),183,"54,717",299,"33,044",181,181,61.4%,,76770, $64.58 , $124.63 , $180.57 ,61.4%,183
19083 - BX BREAST 1ST LESION US IMAG,38,"72,238","1,901","32,944",867,867,46.8%,,19083, $898.41 , $808.57 , $866.95 ,46.8%,38
"94060 - Spirometry, pre- and post-bronchodilation (Global)",597,"82,983",126,"32,799",50,55,40.0%,,94060, $15.69 , $54.13 , $54.93 ,40.0%,597
87811 - SARS-COV-2 COVID19 W/OPTIC,931,"46,550",50,"32,579",35,35,72.0%,,87811, $41.38 , $37.24 , $34.99 ,72.0%,931
11102 - TANGNTL BX SKIN SINGLE LES,259,"49,918",191,"32,509",125,126,65.1%,,11102, $176.44 , $158.80 , $125.52 ,65.1%,259
11042 - DEB SKIN SUBQ,149,"39,336",262,"31,259",208,210,80.0%,,11042, $223.88 , $201.49 , $209.79 ,80.0%,149
71046 - X-RAY EXAM CHEST 2 VIEWS (Technical),806,"65,286",81,"30,793",38,38,48.4%,,71046, $19.25 , $17.33 , $38.20 ,48.4%,806
"55875 - TRANSPERI NEEDLE PLACE, PROS (Facility)",28,"52,664","1,881","30,716","1,097",1097,58.2%,,55875," $1,312.62 "," $1,181.36 "," $1,097.01 ",58.2%,28
51728 - CYSTOMETROGRAM WVP (Global),95,"76,380",804,"29,909",315,315,39.2%,,51728, $640.98 , $419.64 , $314.84 ,39.2%,95
96127 - BRIEF EMOTIONAL/BEHAV ASSMT,"8,493","93,412",14,"29,897",5,4,60.7%,,96127, $7.32 , $6.59 , $3.65 ,60.7%,"8,493"
"96372 - Therapeutic Injection, SQ/IM","1,491","68,494",48,"29,848",21,20,45.4%,,96372, $21.97 , $19.77 , $20.06 ,45.4%,"1,491"
11200 - SKIN TAG UP TO 15,283,"49,627",174,"29,716",104,105,65.7%,,11200, $154.46 , $139.01 , $105.00 ,65.7%,283
S0189 - Testosterone Pellet 75 mg,291,"37,400",796,"29,703",632,95,81.0%,,S0189, $110.35 , Not Found , $94.82 ,81.0%,291
31575 - DIAGNOSTIC LARYNGOSCOPY,143,"47,619",333,"29,654",207,207,62.7%,,31575, $222.72 , $200.45 , $207.37 ,62.7%,143
"90472 - Immun Admin, Each Add't Vac SN","1,597","39,925",32,"29,532",23,19,74.8%,,90472, $19.35 , $17.42 , $18.54 ,74.8%,"1,597"
30520 - REPAIR OF NASAL SEPTUM,28,"47,292","1,689","29,516","1,054",1054,62.4%,,30520," $1,174.93 "," $1,057.44 "," $1,054.13 ",62.4%,28
58662 - LAP EXC OF LESION (Facility),29,"41,690","1,438","28,892",996,996,70.2%,,58662," $1,223.53 "," $1,101.18 ", $996.26 ,70.2%,29
J7336 - CAPSAICIN 8% PATCH PER SQ CM,"7,840","47,040","3,360","28,723","2,052",4,61.1%,,J7336, $3.72 , $3.72 , $3.66 ,61.1%,"7,840"
58100 - Endometrial Biopsy,184,"44,835",244,"28,400",154,154,64.8%,,58100, $177.60 , $159.84 , $154.35 ,64.8%,184
99195 - PHLEBOTOMY,191,"35,335",184,"28,224",147,148,79.9%,,99195, $157.42 , $141.68 , $147.77 ,79.9%,191
"93306 - Echocardiogram, Trans thoracic, complete",102,"57,222",561,"27,759",272,272,49.5%,,93306, $309.62 , $278.66 , $272.14 ,49.5%,102
88344 - IMMUNOHISTO ANTIBODY SLIDE (Professional),637,"106,379",806,"27,550",209,43,26.0%,,88344, $156.00 , $180.00 , $43.44 ,26.0%,637
64495 - INJ PARAVERT F JNT LS 3 LEV,128,"61,997",477,"27,494",211,215,45.3%,,64495, $155.62 , $140.06 , $214.79 ,45.3%,128
50543 - LAPARO PARTIAL NEPHRECTOMY (Facility),11,"42,199","3,836","27,479","2,498",2498,65.2%,,50543," $2,515.90 "," $2,264.31 "," $2,498.13 ",65.2%,11
0421T - WATERJET PROSTATE ABLTJ CMPL (Facility),27,"74,000","2,741","27,222","1,008",1008,37.4%,,0421T," $1,220.00 "," $1,098.00 "," $1,008.22 ",37.4%,27
"76830 - TRANSVAGINAL US, NON-OB (Technical)",181,"40,678",225,"27,022",149,149,68.7%,,76830, $224.18 , $201.76 , $149.29 ,68.7%,181
50081 - REMOVAL OF KIDNEY STONE (Facility),18,"51,987","2,888","27,008","1,500",1500,49.0%,,50081," $2,157.80 "," $1,942.02 "," $1,500.42 ",49.0%,18
"76817 - TRANSVAGINAL US, OBSTETRIC (Global)",165,"38,058",231,"26,841",163,163,71.8%,,76817, $106.81 , $59.81 , $162.67 ,71.8%,165
20550 - Tendon sheath/ligament injection,294,"49,830",169,"26,795",91,91,56.4%,,20550, $98.35 , $88.52 , $91.14 ,56.4%,294
95180 - RAPID DESENSITIZATION,135,"39,150",366,"26,138",244,192,66.4%,,95180, $208.68 , $187.81 , $192.46 ,66.4%,135
99494 - 1ST/SBSQ PSYC COLLAB CARE,395,"55,020",146,"26,010",69,66,49.5%,,99494, $73.03 , $65.73 , $66.30 ,49.5%,395
90707 - MMR,259,"28,438",110,"25,983",100,100,92.3%,,90707, $102.41 , $102.41 , $100.32 ,92.3%,259
43775 - LAP SLEEVE GASTRECTOMY,24,"66,187","2,758","25,848","1,077",1077,39.1%,,43775," $1,910.79 "," $1,719.71 "," $1,076.98 ",39.1%,24
49592 - RPR AA HRN 1ST < 3 NCR/STRN,34,"34,530","1,016","25,424",748,748,75.4%,,49592, $820.89 , $738.80 , $747.76 ,75.4%,34
73221 - MRI JOINT UPR EXTREM W/O DYE (Technical),100,"99,144",991,"25,310",253,253,26.0%,,73221, $273.86 , $107.87 , $253.10 ,26.0%,100
"99384 - Preventive Exam, New, 12-17",165,"43,230",262,"24,848",151,151,57.8%,,99384, $157.17 , $141.45 , $150.60 ,57.8%,165
29916 - HIP ARTHRO WLABRAL REPAIR,19,"36,689","1,931","24,567","1,293",1293,59.5%,,29916," $1,751.12 "," $1,576.01 "," $1,292.98 ",59.5%,19
"76700 - US ABDOM, COMPLETE (Global)",126,"36,066",286,"24,336",193,193,70.8%,,76700, $219.21 , $63.71 , $193.14 ,70.8%,126
94729 - DLCO - Diffusing Capacity (Global),303,"39,087",127,"23,875",78,79,61.9%,,94729, $76.88 , $69.19 , $78.80 ,61.9%,303
58558 - HYSTRSCPY WBX ENDOM ANDOR - HOSPITAL,65,"98,865","1,521","23,731",365,365,24.4%,,58558," $2,404.82 "," $2,164.34 ", $365.09 ,24.4%,65
71271 - CT Thorax Low Dose lung cancer screening (Global),99,"49,797",493,"23,692",235,239,48.1%,,71271, $169.53 , $237.54 , $239.32 ,48.1%,99
74183 - MRI ABDOMEN W/O&W/DYE (Technical),56,"87,192","1,557","23,272",416,416,27.2%,,74183, $473.20 , $598.02 , $415.57 ,27.2%,56
"73030 - X-RAY EXAM OF SHOULDER, COMPLETE, 2V (Global)",406,"33,600",83,"22,948",57,57,70.0%,,73030, $16.77 , $42.48 , $56.58 ,70.0%,406
58563 - HYSTEROSCOPY - Office,6,"28,200","4,700","22,536","3,756",3756,79.9%,,58563," $3,837.77 "," $3,453.99 "," $3,755.95 ",79.9%,6
59025 - FETAL NON-STRESS TEST,290,"27,720",96,"22,504",78,78,82.1%,,59025, $82.15 , $30.20 , $77.60 ,82.1%,290
90381 - RSV Monoclonal Antibody 1 mL,41,"52,260","1,275","22,328",545,545,45.3%,,90381, Not Found , Not Found , $544.57 ,45.3%,41
"99222 - INITIAL ADMIT, MOD (Facility)",162,"42,768",264,"22,241",137,137,55.1%,,99222, $155.19 , $139.67 , $137.29 ,55.1%,162
"82728 - ASSAY, FERRITIN","1,629","61,902",38,"21,985",13,13,36.2%,,82728, $13.63 , $12.27 , $13.50 ,36.2%,"1,629"
49594 - RPR AA HRN 1ST 3-10 NCR/STRN,19,"28,283","1,489","21,940","1,155",1155,76.1%,,49594," $1,287.16 "," $1,158.44 "," $1,154.74 ",76.1%,19
83013 - H PYLORI (C-13) BREATH,342,"44,460",130,"21,780",64,64,50.2%,,83013, $67.36 , $60.62 , $63.68 ,50.2%,342
44145 - PARTIAL REMOVAL OF COLONCO,8,"37,678","4,710","21,763","2,720",2720,57.7%,,44145," $2,828.29 "," $2,545.46 "," $2,720.39 ",57.7%,8
70551 - MRI BRAIN W/O DYE (Technical),92,"95,312","1,036","21,543",234,234,22.8%,,70551, $250.88 , $342.60 , $234.17 ,22.8%,92
96372 - Therapeutic Injection,"1,062","48,852",54,"21,408",23,20,44.6%,,96372, $21.97 , $19.77 , $20.13 ,44.6%,"1,062"
91122 - ANAL PRESSURE RECORD,54,"26,460",490,"21,255",394,394,80.3%,,91122, $296.54 , $266.89 , $393.61 ,80.3%,54
76770 - US RETROPERITONEAL COMP (Technical),170,"31,620",186,"21,128",124,124,68.0%,,76770, $64.58 , $124.63 , $124.28 ,68.0%,170
"87591 - N.GONORRHOEAE, DNA, AMP PRO",608,"86,336",141,"20,950",34,34,24.8%,,87591, $35.09 , $31.58 , $34.46 ,24.8%,608
29806 - CAP BANKHART,12,"32,520","2,710","20,879","1,740",1740,64.2%,,29806," $1,818.80 "," $1,636.92 "," $1,739.89 ",64.2%,12
"87491 - CHYLMD TRACH, DNA, AMP PROB",608,"86,336",141,"20,824",34,34,24.6%,,87491, $35.09 , $31.58 , $34.25 ,24.6%,608
"31231 - NASAL ENDOSCOPY, DIAGNOSTIC",91,"40,313",443,"20,750",228,228,51.5%,,31231, $327.43 , $294.69 , $228.02 ,51.5%,91
59515 - CESAREAN DELIVERY ONLY WPO,11,"26,134","2,376","20,682","1,880",1880,87.5%,,59515," $2,236.48 "," $2,012.83 "," $1,880.15 ",87.5%,11
87880 - RAPID STREP,"1,446","41,876",29,"20,674",14,14,50.9%,,87880, $16.53 , $14.88 , $14.30 ,50.9%,"1,446"
76536 - US HEAD/NECK (Global),109,"32,373",297,"20,576",189,189,65.4%,,76536, $50.30 , $143.08 , $188.77 ,65.4%,109
99492 - 1ST PSYC COLLAB CARE MGMT,135,"45,765",339,"20,560",152,152,47.0%,,99492, $176.22 , $158.60 , $152.30 ,47.0%,135
"84439 - ASSAY, FREE THYROXINE","2,309","57,725",25,"20,504",9,9,36.3%,,84439, $9.02 , $8.12 , $8.88 ,36.3%,"2,309"
92012 - Intermediate,171,"25,308",148,"20,474",120,120,85.4%,,92012, $137.03 , $123.33 , $119.73 ,85.4%,171
24342 - REINSERT RUPT BICEPSTRICEP,26,"48,221","1,855","20,446",786,786,35.5%,,24342," $1,334.60 "," $1,201.14 ", $786.39 ,35.5%,26
"59610 - VBAC DELIV, ROUTINE OBSTETR",4,"19,984","3,997","20,335","4,067",4197,84.0%,,59610," $4,300.57 "," $3,870.51 "," $4,197.42 ",84.0%,4
"58262 - VAGINAL HYSTERECTOMY, WTUB",22,"26,400","1,148","20,333",884,924,76.5%,,58262," $1,597.24 "," $1,437.52 ", $924.24 ,76.5%,22
45400 - Laproscopic Proctopexy Prolapse,11,"31,320","2,847","19,891","1,808",1808,63.5%,,45400," $1,933.93 "," $1,740.54 "," $1,808.31 ",63.5%,11
95076 - INGEST CHALLENGE INI 120 MIN,115,"29,640",256,"19,712",170,171,67.1%,,95076, $183.57 , $165.21 , $171.41 ,67.1%,115
17312 - MOHS ADDL STAGE,35,"26,565",984,"19,503",722,587,77.3%,,17312, $700.56 , $630.50 , $586.86 ,77.3%,35
74420 - CONTRST X-RAY URINARY TRACT (Professional),468,"46,281",98,"19,426",41,42,42.5%,,74420, $142.21 , $40.24 , $41.51 ,42.5%,468
64491 - INJ PARAVERT F JNT CT 2 LEV,94,"44,436",473,"19,341",206,206,45.1%,,64491, $166.03 , $149.43 , $205.75 ,45.1%,94
90662 - Fluzone High-dose Preservative Free,268,"20,383",75,"19,334",72,72,96.2%,,90662, $79.10 , $79.10 , $72.14 ,96.2%,268
64561 - IMPLANT NEUROELECTRODES,15,"78,736","5,249","19,207","1,280",1280,23.4%,,64561," $1,305.67 "," $1,175.10 "," $1,280.48 ",23.4%,15
J7325 - SYNVISC - 16 units,"2,016","56,448",553,"19,114",187,10,34.0%,,J7325, $10.00 , $10.00 , $9.51 ,34.0%,"2,016"
"99496 - TCM, high complexity",62,"40,052",589,"18,953",279,306,47.3%,,99496, $323.08 , $290.77 , $305.69 ,47.3%,62
"46600 - Anoscopy, Diagnostic",98,"24,096",246,"18,819",192,192,79.5%,,46600, $211.73 , $190.56 , $192.03 ,79.5%,98
44143 - PARTIAL REMOVAL OF COLONCO,7,"31,153","4,450","18,443","2,635",2635,59.1%,,44143," $2,849.11 "," $2,564.20 "," $2,634.66 ",59.1%,7
82607 - VITAMIN B-12,"1,244","33,588",27,"18,431",15,15,56.6%,,82607, $15.08 , $13.57 , $14.82 ,56.6%,"1,244"
52287 - Cystoscopy with Botox Injection,38,"36,632",964,"18,158",478,478,49.6%,,52287, $682.05 , $613.85 , $477.85 ,49.6%,38
43644 - LAP GASTRIC BYPASS/ROUX-EN-Y,12,"37,161","3,097","18,110","1,509",1509,47.0%,,43644," $2,996.63 "," $2,696.97 "," $1,509.16 ",47.0%,12
94726 - TOTAL LUNG CAPACITY PLETHYSMOGRAPHY (Global),237,"29,625",122,"17,955",74,76,60.8%,,94726, $18.31 , $75.78 , $75.72 ,60.8%,237
J3301 - KENALOG 10 MG,"15,671","109,697",44,"17,921",7,1,16.3%,,J3301, $0.95 , $0.95 , $1.14 ,16.3%,"15,671"
29914 - HIP ARTHRO WFEMOROPLASTY,25,"58,531","2,341","17,719",709,709,27.4%,,29914," $1,712.94 "," $1,541.65 ", $708.75 ,27.4%,25
87806 - HIV ANTIGEN W/HIV ANTIBODIES,547,"44,854",82,"17,640",32,32,39.7%,,87806, $32.77 , $29.49 , $32.25 ,39.7%,547
77065 - DX MAMMO INCL CAD UNI,85,"23,375",269,"17,585",202,209,78.8%,,77065, $233.50 , $146.43 , $209.01 ,78.8%,85
"10060 - Incision & Drainage, abscess, single, simple",93,"20,832",224,"17,504",188,188,84.9%,,10060, $213.47 , $192.12 , $188.21 ,84.9%,93
90633 - Hep A Peds,427,"46,116",108,"17,385",41,41,38.0%,,90633, $41.82 , $41.82 , $40.71 ,38.0%,427
90678 - RSV Bivalent Diluent Reconstituted PF,56,"42,504",759,"17,366",310,310,42.4%,,90678, $331.34 , $331.34 , $310.11 ,42.4%,56
57454 - Colposcopy Cervix w/ Cervical Biopsy and Endo Curettage,66,"23,694",359,"17,198",261,261,74.8%,,57454, $293.30 , $263.97 , $260.57 ,74.8%,66
59514 - CESAREAN DELIVERY ONLY,49,"28,618",572,"17,193",344,351,66.0%,,59514," $1,552.12 "," $1,396.91 ", $351.26 ,66.0%,49
44970 - LAP SURG APPENDECTOMY,19,"27,658","1,456","17,029",896,896,60.0%,,44970," $1,041.88 ", $937.69 , $896.25 ,60.0%,19
"72110 - X-RAY EXAM OF SPINE, LUMBAR MIN 4V (Technical)",267,"31,506",118,"16,808",63,63,54.8%,,72110, $72.04 , $20.68 , $62.95 ,54.8%,267
"99381 - Preventive Exam, New, Infant",137,"31,373",227,"16,766",121,122,54.7%,,99381, $127.40 , $114.66 , $121.54 ,54.7%,137
64721 - CARPAL TUNNEL SURGERY,25,"40,628","1,625","16,731",669,669,43.3%,,64721, $764.78 , $688.30 , $669.24 ,43.3%,25
"81003 - Urinalysis, Automated, w/o microscopy","6,972","34,845",5,"16,574",2,2,48.6%,,81003, $2.25 , $2.03 , $2.38 ,48.6%,"6,972"
"80048 - METABOLIC PANEL, BASIC","2,029","48,696",24,"16,414",8,8,34.1%,,80048, $8.46 , $7.61 , $8.09 ,34.1%,"2,029"
49591 - RPR AA HRN 1ST < 3 CM RDC,40,"28,283",707,"16,411",410,410,57.2%,,49591, $590.07 , $531.06 , $410.27 ,57.2%,40
"12032 - Layered repair, trunk, 2.5-7.5 cm",42,"24,477",583,"16,402",391,391,67.0%,,12032, $522.39 , $470.15 , $390.52 ,67.0%,42
"73562 - X-RAY EXAM OF KNEE, 3V (Technical)",276,"18,288",66,"16,372",59,59,92.5%,,73562, $59.00 , $15.09 , $59.32 ,92.5%,276
"26055 - TENDON SHEATH INCISION, FINGER",21,"28,497","1,239","15,901",691,757,55.8%,,26055," $1,038.41 ", $934.57 , $757.19 ,55.8%,21
73502 - X-RAY EXAM HIP UNI 2-3 VIEWS (Global),204,"21,420",105,"15,898",78,78,74.2%,,73502, $86.94 , $78.25 , $77.93 ,74.2%,204
46221 - LIGATION OF HEMORRHOID(S),34,"18,784",552,"15,878",467,467,84.5%,,46221, $498.09 , $448.28 , $466.99 ,84.5%,34
77080 - DEXA Scan,290,"64,670",222,"15,863",55,55,24.5%,,77080, $17.39 , $61.48 , $54.70 ,24.5%,290
17003 - Actinic Keratosis destruct 2-14 lesions,"1,667","36,674",84,"15,838",36,9,43.4%,,17003, $11.57 , $10.41 , $9.47 ,43.4%,"1,667"
"71250 - CT, THORAX WO DYE (Global)",71,"42,458",598,"15,659",221,221,36.9%,,71250, $255.23 , $84.95 , $220.55 ,36.9%,71
54150 - CIRCUMCISION Newborn,70,"30,660",432,"15,395",217,220,52.5%,,54150, $255.70 , $230.13 , $219.93 ,52.5%,70
"38571 - LAPAROSCOPY, LYMPHADENECTOMY (Facility)",29,"47,610","1,642","15,356",530,530,31.2%,,38571," $1,123.45 "," $1,011.11 ", $529.53 ,31.2%,29
70486 - CT MAXILLOFACIAL WO DYE (Global),66,"38,808",588,"15,351",233,233,39.6%,,70486, $245.92 , $221.33 , $232.59 ,39.6%,66
76942 - Ultrasound guidance for needle placement supervision and interpretation,168,"57,008",330,"15,271",88,91,28.3%,,76942, $55.89 , $50.30 , $90.90 ,28.3%,168
90696 - KINRIX,225,"32,400",143,"15,240",67,68,47.0%,,90696, $69.20 , $69.20 , $67.73 ,47.0%,225
"99383 - Preventive Exam, New, 5-11",114,"27,360",240,"15,158",133,133,55.4%,,99383, $138.12 , $124.31 , $132.96 ,55.4%,114
"73610 - X-RAY EXAM OF ANKLE, COMP, MIN 3V (Global)",245,"19,019",77,"15,060",61,61,79.8%,,73610, $52.79 , $47.51 , $61.47 ,79.8%,245
17004 - Actinic Keratosis destruct 15+ lesions,65,"24,375",375,"15,052",232,232,61.7%,,17004, $289.25 , $260.33 , $231.56 ,61.7%,65
58542 - LSH WTO UT 250 G OR LESS (Facility),21,"40,630","1,935","14,980",713,713,36.4%,,58542," $1,431.79 "," $1,288.61 ", $713.34 ,36.4%,21
"73562 - X-RAY EXAM OF KNEE, 3V (Global)",224,"29,824",133,"14,960",67,67,50.0%,,73562, $59.00 , $15.09 , $66.79 ,50.0%,224
"99223 - INITIAL ADMIT, HIGH (Facility)",72,"25,056",348,"14,901",207,207,61.2%,,99223, $227.42 , $204.68 , $206.95 ,61.2%,72
52351 - CYSTOURETERO & OR PYELOSCOPE (facility),34,"29,552",869,"14,883",438,438,51.8%,,52351, $506.77 , $456.09 , $437.74 ,51.8%,34
83550 - SERUM IRON BINDING TEST,"1,710","42,750",25,"14,780",9,9,35.3%,,83550, $8.74 , $7.87 , $8.64 ,35.3%,"1,710"
J7325 - SYNVISC ONE - 48 units,"1,696","47,488","1,484","14,775",462,9,33.9%,,J7325, $10.00 , $10.00 , $8.90 ,33.9%,"1,696"
51729 - CYSTOMETROGRAM WVP&UP (Global),23,"18,722",780,"14,569",607,633,77.6%,,51729, $211.73 , $419.12 , $633.46 ,77.6%,23
"87086 - CULT, BACTR, QUAN COLONY CN","1,890","45,360",24,"14,535",8,8,33.0%,,87086, $8.07 , $7.26 , $7.69 ,33.0%,"1,890"
52260 - CYSTOSCOPY AND TREATMENT (Facility),43,"25,312",589,"14,486",337,337,57.5%,,52260, $354.04 , $318.64 , $336.88 ,57.5%,43
90380 - RSV Monoclonal Antibody 0.5 mL,27,"34,749","1,287","14,420",534,534,43.1%,,90380, Not Found , Not Found , $534.08 ,43.1%,27
"83001 - ASSAY, PITUITARY GONADOTROP",778,"40,456",52,"14,351",18,18,36.5%,,83001, $18.58 , $16.72 , $18.45 ,36.5%,778
"11900 - INJECT SKIN LESIONS, 7 MAX",197,"21,079",106,"14,182",71,72,68.7%,,11900, $97.19 , $87.47 , $71.99 ,68.7%,197
"50544 - LAPAROSCOPY, PYELOPLASTY (Facility)",7,"21,015","3,002","14,129","2,018",2018,67.5%,,50544," $2,096.48 "," $1,886.83 "," $2,018.46 ",67.5%,7
76805 - 2ND/3RD TRIMESTER (Global),62,"20,676",328,"14,097",224,227,72.8%,,76805, $164.57 , $78.25 , $227.37 ,72.8%,62
"82043 - ASSAY, ALBUMIN, URINE MICROA","2,562","28,182",11,"14,018",5,5,50.8%,,82043, $5.78 , $5.20 , $5.47 ,50.8%,"2,562"
95887 - MUSC TST DONE WN TST NONEXT,166,"25,660",227,"13,916",123,95,61.0%,,95887, $134.41 , $51.78 , $94.83 ,61.0%,166
"74177 - CT, ABDOMEN & PELVIS, W DYE (Technical)",34,"23,329",686,"13,774",405,405,59.1%,,74177, $438.43 , $143.64 , $405.13 ,59.1%,34
"66984 - CATARACT SURG WIOL, 1 STAGE",20,"32,960","1,648","13,772",689,689,41.8%,,66984, $910.56 , $819.50 , $688.60 ,41.8%,20
"J0739 - Injection, cabotegravir 1 mg","2,407","14,400","1,309","13,735","1,249",2,95.4%,,J0739, $7.73 , $7.73 , $2.08 ,95.4%,"2,407"
46060 - DRAINAGE OF RECTAL ABSCESS,18,"32,274","1,898","13,714",807,773,43.1%,,46060, $839.98 , $755.98 , $773.36 ,43.1%,18
95149 - ANTIGEN THERAPY SERVICES,79,"18,881",239,"13,687",173,173,72.5%,,95149, $185.67 , $167.10 , $173.26 ,72.5%,79
77061 - BREAST TOMOSYNTHESIS UNI,66,"22,902",342,"13,607",203,203,63.4%,,77061, $70.79 , $146.43 , $203.43 ,63.4%,66
"J1050 - Depo-Provera, per 1 mg","36,602","36,600",149,"13,592",55,0,37.3%,,J1050, $0.37 , $0.37 , $0.37 ,37.3%,"36,602"
J9030 - BCG Live Per Instillation (Active July 1 2019),"4,251","17,004",170,"13,523",135,3,79.4%,,J9030, $3.43 , $3.43 , $3.17 ,79.4%,"4,251"
76536 - US HEAD/NECK (Technical),91,"20,202",222,"13,442",148,148,66.5%,,76536, $50.30 , $143.08 , $147.71 ,66.5%,91
84402 - ASSAY OF TESTOSTERONE,546,"24,340",45,"13,329",24,24,56.2%,,84402, $25.47 , $22.92 , $24.41 ,56.2%,546
"96401 - CHEMO, ANTI-NEOPL, SQ/IM",113,"24,069",209,"13,111",114,116,54.5%,,96401, $117.68 , $105.91 , $116.02 ,54.5%,113
"11301 - SHAVE SKIN LESION, TRUNKAR",77,"18,018",243,"13,094",177,172,73.6%,,11301, $211.73 , $190.56 , $172.22 ,73.6%,77
"99387 - Preventive Exam, New, 65+",73,"24,382",325,"13,025",174,176,52.8%,,99387, $190.51 , $171.46 , $176.33 ,52.8%,73
"57250 - REPAIR RECTUM & VAGINA, REC (Facility)",26,"36,556","1,406","13,012",500,500,35.6%,,57250," $1,062.70 ", $956.43 , $500.44 ,35.6%,26
"27446 - REVISION OF KNEE JOINT, MEDL",9,"25,088","2,788","12,848","1,428",1428,47.2%,,27446," $1,977.31 "," $1,779.58 "," $1,427.57 ",47.2%,9
"95910 - Nerve conduction, 7-8 STUDIES",50,"22,900",458,"12,799",256,256,55.9%,,95910, $278.24 , $146.39 , $255.98 ,55.9%,50
58150 - TOTAL HYSTERECTOMY,13,"16,999","1,308","12,737",980,980,75.6%,,58150," $1,738.97 "," $1,565.07 ", $979.76 ,75.6%,13
"82570 - ASSAY, CREATININE, OTHER SO","2,565","28,215",11,"12,609",5,5,45.8%,,82570, $5.18 , $4.66 , $4.92 ,45.8%,"2,565"
"76870 - US EXAM, SCROTUM (Global)",71,"23,430",330,"12,458",175,175,53.9%,,76870, $132.27 , $169.90 , $175.47 ,53.9%,71
"14060 - TISSUE TRANSFER, NOSEEARL",11,"18,282","1,662","12,446","1,131",1131,68.1%,,14060," $1,306.25 "," $1,175.63 "," $1,131.47 ",68.1%,11
44120 - REMOVAL OF SMALL INTESTINE (Facility),10,"30,026","3,003","12,319","1,232",1232,38.1%,,44120," $2,103.43 "," $1,893.09 "," $1,231.94 ",38.1%,10
72146 - MRI CHEST SPINE W/O DYE (Technical),58,"55,158",904,"12,289",201,212,22.7%,,72146, $371.36 , $217.41 , $211.89 ,22.7%,58
"57287 - REMVREV SLING, STRESS INCO (Facility)",10,"14,074","1,407","12,158","1,216",1216,86.4%,,57287," $1,280.80 "," $1,152.72 "," $1,215.80 ",86.4%,10
21931 - EXC BACK LES SC = 3 CM,20,"24,480","1,224","12,157",608,608,49.7%,,21931, $811.06 , $729.95 , $607.85 ,49.7%,20
74018 - X-RAY EXAM ABDOMEN 1 VIEW (Technical),340,"23,800",70,"12,120",36,36,52.6%,,74018, $39.74 , $50.30 , $35.65 ,52.6%,340
"11310 - SHAVE LESION, FACELIDEAR",76,"15,805",214,"12,120",164,164,80.8%,,11310, $201.90 , $181.71 , $163.78 ,80.8%,76
29826 - SAD-SHOULDER ARTHROSCOPYDECOMP,72,"75,919","1,054","12,056",167,167,14.8%,,29826, $295.03 , $265.53 , $167.45 ,14.8%,72
46200 - REMOVAL OF ANAL FISSURE,22,"24,420","1,110","12,007",546,546,49.2%,,46200, $829.57 , $746.61 , $545.75 ,49.2%,22
52353 - CYSTOURETERO WLITHOTRIPSY (Facility),20,"23,289","1,164","11,980",599,599,52.2%,,52353, $657.18 , $591.46 , $598.99 ,52.2%,20
"71260 - CT, THORAX W DYE (Global)",41,"29,397",717,"11,898",290,290,41.5%,,71260, $101.22 , $91.10 , $290.19 ,41.5%,41
51797 - INTRAABDOMINAL PRESSURE TES (Global),38,"22,681",597,"11,818",311,311,51.9%,,51797, $342.47 , $247.83 , $311.00 ,51.9%,38
44208 - L COLECTOMY/COLOPROCTOSTOMY,4,"21,896","5,474","11,815","2,954",2954,54.0%,,44208," $3,371.50 "," $3,034.35 "," $2,953.81 ",54.0%,4
"72100 - X-RAY EXAM OF SPINE, LUMBAR 2-3 V (Technical)",244,"23,912",98,"11,754",48,48,50.2%,,72100, $54.03 , $17.88 , $48.17 ,50.2%,244
"11300 - SHAVE SKIN LESION, TRUNKAR",88,"15,632",178,"11,727",133,133,75.8%,,11300, $177.02 , $159.32 , $133.26 ,75.8%,88
"54640 - ORCHIOPEXY, INGUINAL APPROA (Facility)",13,"20,016","1,540","11,723",902,902,63.3%,,54640, $733.54 , $660.19 , $901.75 ,63.3%,13
84270 - ASSAY OF SEX HORMONE GLOBUL,554,"16,066",29,"11,510",21,21,73.5%,,84270, $21.73 , $19.56 , $20.78 ,73.5%,554
52276 - CYSTOSCOPY AND TREATMENT (Facility),25,"19,000",760,"11,499",460,460,60.5%,,52276, $443.13 , $398.82 , $459.97 ,60.5%,25
G0444 - ANNUAL DEPRESSION SCREENING 15 MIN,694,"24,290",35,"11,439",16,16,50.5%,,G0444, $21.60 , $19.44 , $16.49 ,50.5%,694
52005 - CYSTOSCOPY & URETER CATHETER (Facility),60,"22,800",380,"11,418",190,190,50.1%,,52005, $532.80 , $479.52 , $190.30 ,50.1%,60
"74178 - CT, ABDOMEN & PELVIS, W/O & W DYE (Technical)",26,"19,214",712,"11,410",423,439,59.4%,,74178, $669.44 , $444.89 , $438.85 ,59.4%,26
"83540 - ASSAY, SERUM IRON","1,751","54,281",31,"11,406",7,7,21.5%,,83540, $6.47 , $5.82 , $6.51 ,21.5%,"1,751"
"12052 - Layer rep,face/ears 2.6-5 cm",44,"27,896",634,"11,384",259,259,40.8%,,12052, $545.53 , $490.98 , $258.73 ,40.8%,44
